chr	start	end	miRNA
chr10	70976348	70976354	mir-128family
chr10	76276568	76276574	mir-128family
chr10	78699076	78699082	mir-128family
chr10	79114950	79114956	mir-128family
chr10	89046772	89046778	mir-128family
chr10	97513478	97513484	mir-128family
chr10	97544837	97544843	mir-128family
chr10	97680374	97680380	mir-128family
chr10	98862629	98862635	mir-128family
chr10	100015877	100015883	mir-128family
chr10	101717453	101717459	mir-128family
chr10	101718046	101718052	mir-128family
chr10	105222215	105222221	mir-128family
chr10	112630024	112630030	mir-128family
chr10	119812889	119812895	mir-128family
chr10	126402055	126402061	mir-128family
chr10	126402055	126402061	mir-128family
chr10	127263615	127263621	mir-128family
chr10	134334626	134334632	mir-128family
chr10	97593324	97593330	mir-128family
chr10	51262176	51262182	mir-128family
chr10	51262176	51262182	mir-128family
chr10	88752033	88752039	mir-128family
chr10	97917211	97917217	mir-128family
chr10	97917211	97917217	mir-128family
chr10	97964209	97964215	mir-128family
chr10	102141406	102141412	mir-128family
chr10	10977042	10977048	mir-128family
chr10	31605643	31605649	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr10	75259364	75259370	mir-128family
chr11	130076	130082	mir-128family
chr11	130230	130236	mir-128family
chr11	130076	130082	mir-128family
chr11	130230	130236	mir-128family
chr11	135358	135364	mir-128family
chr11	322248	322254	mir-128family
chr11	322365	322371	mir-128family
chr11	326236	326242	mir-128family
chr11	7901287	7901293	mir-128family
chr11	8198149	8198155	mir-128family
chr11	11204359	11204365	mir-128family
chr11	11265007	11265013	mir-128family
chr11	12094003	12094009	mir-128family
chr11	13002045	13002051	mir-128family
chr11	13002045	13002051	mir-128family
chr11	13002045	13002051	mir-128family
chr11	13002045	13002051	mir-128family
chr11	13022740	13022746	mir-128family
chr11	13869435	13869441	mir-128family
chr11	15607336	15607342	mir-128family
chr11	15737680	15737686	mir-128family
chr11	23186843	23186849	mir-128family
chr11	23186843	23186849	mir-128family
chr11	23783014	23783020	mir-128family
chr11	26229784	26229790	mir-128family
chr11	26229872	26229878	mir-128family
chr11	34595495	34595501	mir-128family
chr11	38676709	38676715	mir-128family
chr11	43966733	43966739	mir-128family
chr11	43966795	43966801	mir-128family
chr11	44716841	44716847	mir-128family
chr11	44995665	44995671	mir-128family
chr11	45378063	45378069	mir-128family
chr11	45378063	45378069	mir-128family
chr11	61307100	61307106	mir-128family
chr11	61516451	61516457	mir-128family
chr11	64658282	64658288	mir-128family
chr11	65195031	65195037	mir-128family
chr11	65197172	65197178	mir-128family
chr11	65202542	65202548	mir-128family
chr11	65204105	65204111	mir-128family
chr11	65205479	65205485	mir-128family
chr11	65207480	65207486	mir-128family
chr11	65208922	65208928	mir-128family
chr11	65210777	65210783	mir-128family
chr11	67673806	67673812	mir-128family
chr11	68384035	68384041	mir-128family
chr11	69284021	69284027	mir-128family
chr11	69861783	69861789	mir-128family
chr11	74022950	74022956	mir-128family
chr11	78804580	78804586	mir-128family
chr11	82114872	82114878	mir-128family
chr11	82784092	82784098	mir-128family
chr11	82784092	82784098	mir-128family
chr11	86548313	86548319	mir-128family
chr11	94384681	94384687	mir-128family
chr11	94384681	94384687	mir-128family
chr11	94384681	94384687	mir-128family
chr11	96584503	96584509	mir-128family
chr11	110237168	110237174	mir-128family
chr11	110237168	110237174	mir-128family
chr11	115513819	115513825	mir-128family
chr11	115625198	115625204	mir-128family
chr11	123330249	123330255	mir-128family
chr11	126790320	126790326	mir-128family
chr11	126814322	126814328	mir-128family
chr11	126814322	126814328	mir-128family
chr11	126865196	126865202	mir-128family
chr11	128484395	128484401	mir-128family
chr11	130736783	130736789	mir-128family
chr11	131532245	131532251	mir-128family
chr11	133907683	133907689	mir-128family
chr11	134821049	134821055	mir-128family
chr11	322053	322059	mir-128family
chr11	322170	322176	mir-128family
chr11	529447	529453	mir-128family
chr11	1705055	1705061	mir-128family
chr11	2005035	2005041	mir-128family
chr11	2167853	2167859	mir-128family
chr11	2642782	2642788	mir-128family
chr11	2644536	2644542	mir-128family
chr11	2654361	2654367	mir-128family
chr11	2658762	2658768	mir-128family
chr11	2891620	2891626	mir-128family
chr11	3361279	3361285	mir-128family
chr11	6642969	6642975	mir-128family
chr11	7460277	7460283	mir-128family
chr11	10899980	10899986	mir-128family
chr11	11374719	11374725	mir-128family
chr11	11374775	11374781	mir-128family
chr11	17402323	17402329	mir-128family
chr11	18728573	18728579	mir-128family
chr11	19527993	19527999	mir-128family
chr11	19526618	19526624	mir-128family
chr11	22283170	22283176	mir-128family
chr11	33212816	33212822	mir-128family
chr11	43852585	43852591	mir-128family
chr11	44626188	44626194	mir-128family
chr11	57244931	57244937	mir-128family
chr11	59406889	59406895	mir-128family
chr11	59406889	59406895	mir-128family
chr11	60674261	60674267	mir-128family
chr11	64094965	64094971	mir-128family
chr11	64096712	64096718	mir-128family
chr11	66033054	66033060	mir-128family
chr11	66435530	66435536	mir-128family
chr11	66435530	66435536	mir-128family
chr11	67373119	67373125	mir-128family
chr11	68771934	68771940	mir-128family
chr11	70052658	70052664	mir-128family
chr11	70053020	70053026	mir-128family
chr11	70053020	70053026	mir-128family
chr11	71909621	71909627	mir-128family
chr11	73106721	73106727	mir-128family
chr11	73680305	73680311	mir-128family
chr11	75512721	75512727	mir-128family
chr11	77577557	77577563	mir-128family
chr11	77850919	77850925	mir-128family
chr11	77850919	77850925	mir-128family
chr11	77850919	77850925	mir-128family
chr11	77850919	77850925	mir-128family
chr11	77850919	77850925	mir-128family
chr11	77885771	77885777	mir-128family
chr11	86632898	86632904	mir-128family
chr11	94884820	94884826	mir-128family
chr11	94891166	94891172	mir-128family
chr11	114234816	114234822	mir-128family
chr11	118823115	118823121	mir-128family
chr11	119340544	119340550	mir-128family
chr11	119392702	119392708	mir-128family
chr11	119340544	119340550	mir-128family
chr11	119346171	119346177	mir-128family
chr11	120127343	120127349	mir-128family
chr11	120127343	120127349	mir-128family
chr11	120739583	120739589	mir-128family
chr11	121318308	121318314	mir-128family
chr11	121319786	121319792	mir-128family
chr11	125128621	125128627	mir-128family
chr11	32093571	32093577	mir-128family
chr11	74127324	74127330	mir-128family
chr11	133231291	133231297	mir-128family
chr11	1688767	1688773	mir-128family
chr11	1688817	1688823	mir-128family
chr11	43995589	43995595	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2018030	2018036	mir-128family
chr11	2022491	2022497	mir-128family
chr11	45511290	45511296	mir-128family
chr11	45511290	45511296	mir-128family
chr11	122163110	122163116	mir-128family
chr11	134356089	134356095	mir-128family
chr11	18621435	18621441	mir-128family
chr11	18621435	18621441	mir-128family
chr12	3433291	3433297	mir-128family
chr12	4917773	4917779	mir-128family
chr12	5427539	5427545	mir-128family
chr12	6503677	6503683	mir-128family
chr12	8537010	8537016	mir-128family
chr12	8537010	8537016	mir-128family
chr12	8940874	8940880	mir-128family
chr12	8940874	8940880	mir-128family
chr12	8940874	8940880	mir-128family
chr12	8947248	8947254	mir-128family
chr12	8948333	8948339	mir-128family
chr12	9520632	9520638	mir-128family
chr12	9548766	9548772	mir-128family
chr12	9549074	9549080	mir-128family
chr12	10488715	10488721	mir-128family
chr12	11701037	11701043	mir-128family
chr12	25984404	25984410	mir-128family
chr12	26036152	26036158	mir-128family
chr12	27861089	27861095	mir-128family
chr12	30447461	30447467	mir-128family
chr12	32030694	32030700	mir-128family
chr12	33558317	33558323	mir-128family
chr12	43110300	43110306	mir-128family
chr12	48114113	48114119	mir-128family
chr12	50303323	50303329	mir-128family
chr12	50304519	50304525	mir-128family
chr12	50304519	50304525	mir-128family
chr12	50318828	50318834	mir-128family
chr12	50319046	50319052	mir-128family
chr12	50318828	50318834	mir-128family
chr12	50318828	50318834	mir-128family
chr12	52606668	52606674	mir-128family
chr12	52617325	52617331	mir-128family
chr12	65411321	65411327	mir-128family
chr12	66020464	66020470	mir-128family
chr12	66007056	66007062	mir-128family
chr12	66007056	66007062	mir-128family
chr12	66007056	66007062	mir-128family
chr12	67935913	67935919	mir-128family
chr12	72193036	72193042	mir-128family
chr12	76698902	76698908	mir-128family
chr12	82386396	82386402	mir-128family
chr12	88211367	88211373	mir-128family
chr12	89404549	89404555	mir-128family
chr12	90505776	90505782	mir-128family
chr12	91756052	91756058	mir-128family
chr12	92875800	92875806	mir-128family
chr12	92877369	92877375	mir-128family
chr12	97669820	97669826	mir-128family
chr12	102349154	102349160	mir-128family
chr12	103204505	103204511	mir-128family
chr12	111269673	111269679	mir-128family
chr12	114183610	114183616	mir-128family
chr12	114183610	114183616	mir-128family
chr12	116077491	116077497	mir-128family
chr12	117579528	117579534	mir-128family
chr12	123566299	123566305	mir-128family
chr12	124691222	124691228	mir-128family
chr12	126448806	126448812	mir-128family
chr12	126450099	126450105	mir-128family
chr12	126580809	126580815	mir-128family
chr12	127219749	127219755	mir-128family
chr12	127354428	127354434	mir-128family
chr12	128120948	128120954	mir-128family
chr12	129694119	129694125	mir-128family
chr12	130337368	130337374	mir-128family
chr12	130521412	130521418	mir-128family
chr12	130521412	130521418	mir-128family
chr12	131780948	131780954	mir-128family
chr12	273832	273838	mir-128family
chr12	275429	275435	mir-128family
chr12	302207	302213	mir-128family
chr12	750056	750062	mir-128family
chr12	7053076	7053082	mir-128family
chr12	7268804	7268810	mir-128family
chr12	8352910	8352916	mir-128family
chr12	13137305	13137311	mir-128family
chr12	25102257	25102263	mir-128family
chr12	29446371	29446377	mir-128family
chr12	34176075	34176081	mir-128family
chr12	44657594	44657600	mir-128family
chr12	49160170	49160176	mir-128family
chr12	49666740	49666746	mir-128family
chr12	50225955	50225961	mir-128family
chr12	50353149	50353155	mir-128family
chr12	53087295	53087301	mir-128family
chr12	54356791	54356797	mir-128family
chr12	54362417	54362423	mir-128family
chr12	54362417	54362423	mir-128family
chr12	54362417	54362423	mir-128family
chr12	54375754	54375760	mir-128family
chr12	56124182	56124188	mir-128family
chr12	58236469	58236475	mir-128family
chr12	71977298	71977304	mir-128family
chr12	75435085	75435091	mir-128family
chr12	78482576	78482582	mir-128family
chr12	78482593	78482599	mir-128family
chr12	80217655	80217661	mir-128family
chr12	81823942	81823948	mir-128family
chr12	92875800	92875806	mir-128family
chr12	92877369	92877375	mir-128family
chr12	94562007	94562013	mir-128family
chr12	94562007	94562013	mir-128family
chr12	104062498	104062504	mir-128family
chr12	108855469	108855475	mir-128family
chr12	109034771	109034777	mir-128family
chr12	117423492	117423498	mir-128family
chr12	117425100	117425106	mir-128family
chr12	121199355	121199361	mir-128family
chr12	19306478	19306484	mir-128family
chr12	50581443	50581449	mir-128family
chr12	124445558	124445564	mir-128family
chr12	3151157	3151163	mir-128family
chr12	9210744	9210750	mir-128family
chr12	79198967	79198973	mir-128family
chr12	108131907	108131913	mir-128family
chr12	108131907	108131913	mir-128family
chr12	116972606	116972612	mir-128family
chr12	72647897	72647903	mir-128family
chr12	72649044	72649050	mir-128family
chr13	24041421	24041427	mir-128family
chr13	25753998	25754004	mir-128family
chr13	30597633	30597639	mir-128family
chr13	30727495	30727501	mir-128family
chr13	30733141	30733147	mir-128family
chr13	30931484	30931490	mir-128family
chr13	30948177	30948183	mir-128family
chr13	33485530	33485536	mir-128family
chr13	34185381	34185387	mir-128family
chr13	41048219	41048225	mir-128family
chr13	44121982	44121988	mir-128family
chr13	44810150	44810156	mir-128family
chr13	48506184	48506190	mir-128family
chr13	51095209	51095215	mir-128family
chr13	51746169	51746175	mir-128family
chr13	54705013	54705019	mir-128family
chr13	54705013	54705019	mir-128family
chr13	54705013	54705019	mir-128family
chr13	61494044	61494050	mir-128family
chr13	64322341	64322347	mir-128family
chr13	64608585	64608591	mir-128family
chr13	74832598	74832604	mir-128family
chr13	76508672	76508678	mir-128family
chr13	76587161	76587167	mir-128family
chr13	89197669	89197675	mir-128family
chr13	90771481	90771487	mir-128family
chr13	91187054	91187060	mir-128family
chr13	104079996	104080002	mir-128family
chr13	113619954	113619960	mir-128family
chr13	114622460	114622466	mir-128family
chr13	19582680	19582686	mir-128family
chr13	19582680	19582686	mir-128family
chr13	19582680	19582686	mir-128family
chr13	28407696	28407702	mir-128family
chr13	31456393	31456399	mir-128family
chr13	31457052	31457058	mir-128family
chr13	31549015	31549021	mir-128family
chr13	42618000	42618006	mir-128family
chr13	52036414	52036420	mir-128family
chr13	52036414	52036420	mir-128family
chr13	52036414	52036420	mir-128family
chr13	77672498	77672504	mir-128family
chr13	77651574	77651580	mir-128family
chr13	79172827	79172833	mir-128family
chr13	79173515	79173521	mir-128family
chr13	99486785	99486791	mir-128family
chr13	114130226	114130232	mir-128family
chr13	114130226	114130232	mir-128family
chr13	98886376	98886382	mir-128family
chr13	101189276	101189282	mir-128family
chr13	113663665	113663671	mir-128family
chr13	76380940	76380946	mir-128family
chr14	19406842	19406848	mir-128family
chr14	19643355	19643361	mir-128family
chr14	19642139	19642145	mir-128family
chr14	19718410	19718416	mir-128family
chr14	19891992	19891998	mir-128family
chr14	20730582	20730588	mir-128family
chr14	20732102	20732108	mir-128family
chr14	21496659	21496665	mir-128family
chr14	22887611	22887617	mir-128family
chr14	36539713	36539719	mir-128family
chr14	38781081	38781087	mir-128family
chr14	44464996	44465002	mir-128family
chr14	45234077	45234083	mir-128family
chr14	46175704	46175710	mir-128family
chr14	51811725	51811731	mir-128family
chr14	57579086	57579092	mir-128family
chr14	57822258	57822264	mir-128family
chr14	57823877	57823883	mir-128family
chr14	62028640	62028646	mir-128family
chr14	62182379	62182385	mir-128family
chr14	62331805	62331811	mir-128family
chr14	63765280	63765286	mir-128family
chr14	65680305	65680311	mir-128family
chr14	66578302	66578308	mir-128family
chr14	71166733	71166739	mir-128family
chr14	71178818	71178824	mir-128family
chr14	77533456	77533462	mir-128family
chr14	77534367	77534373	mir-128family
chr14	90922861	90922867	mir-128family
chr14	90922861	90922867	mir-128family
chr14	95799010	95799016	mir-128family
chr14	95800626	95800632	mir-128family
chr14	96391434	96391440	mir-128family
chr14	96391434	96391440	mir-128family
chr14	97577060	97577066	mir-128family
chr14	97585448	97585454	mir-128family
chr14	101138153	101138159	mir-128family
chr14	101138153	101138159	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101312761	101312767	mir-128family
chr14	101312761	101312767	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101312761	101312767	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101327323	101327329	mir-128family
chr14	101415877	101415883	mir-128family
chr14	101415877	101415883	mir-128family
chr14	101415877	101415883	mir-128family
chr14	101538627	101538633	mir-128family
chr14	102019578	102019584	mir-128family
chr14	104180527	104180533	mir-128family
chr14	105128156	105128162	mir-128family
chr14	105128539	105128545	mir-128family
chr14	105370801	105370807	mir-128family
chr14	106950658	106950664	mir-128family
chr14	106951356	106951362	mir-128family
chr14	21074351	21074357	mir-128family
chr14	21074604	21074610	mir-128family
chr14	23065796	23065802	mir-128family
chr14	24028110	24028116	mir-128family
chr14	24028110	24028116	mir-128family
chr14	24028548	24028554	mir-128family
chr14	24028110	24028116	mir-128family
chr14	31921602	31921608	mir-128family
chr14	36288703	36288709	mir-128family
chr14	36991066	36991072	mir-128family
chr14	52433864	52433870	mir-128family
chr14	53623988	53623994	mir-128family
chr14	56025085	56025091	mir-128family
chr14	64796226	64796232	mir-128family
chr14	64796873	64796879	mir-128family
chr14	64915164	64915170	mir-128family
chr14	69448101	69448107	mir-128family
chr14	75726190	75726196	mir-128family
chr14	77241202	77241208	mir-128family
chr14	81636575	81636581	mir-128family
chr14	91142468	91142474	mir-128family
chr14	93534676	93534682	mir-128family
chr14	93535061	93535067	mir-128family
chr14	94930716	94930722	mir-128family
chr14	95645370	95645376	mir-128family
chr14	100806805	100806811	mir-128family
chr14	100806850	100806856	mir-128family
chr14	101327323	101327329	mir-128family
chr14	105883252	105883258	mir-128family
chr14	100730232	100730238	mir-128family
chr14	35011440	35011446	mir-128family
chr14	56254728	56254734	mir-128family
chr14	56260012	56260018	mir-128family
chr14	96130632	96130638	mir-128family
chr14	96130632	96130638	mir-128family
chr14	22887611	22887617	mir-128family
chr14	61770032	61770038	mir-128family
chr14	61772097	61772103	mir-128family
chr15	20557835	20557841	mir-128family
chr15	20964891	20964897	mir-128family
chr15	24779064	24779070	mir-128family
chr15	26110663	26110669	mir-128family
chr15	26295808	26295814	mir-128family
chr15	26640357	26640363	mir-128family
chr15	26691720	26691726	mir-128family
chr15	26691720	26691726	mir-128family
chr15	26902218	26902224	mir-128family
chr15	30650589	30650595	mir-128family
chr15	31515280	31515286	mir-128family
chr15	31515280	31515286	mir-128family
chr15	31515280	31515286	mir-128family
chr15	31515280	31515286	mir-128family
chr15	36732976	36732982	mir-128family
chr15	37712366	37712372	mir-128family
chr15	38432247	38432253	mir-128family
chr15	39481563	39481569	mir-128family
chr15	41201129	41201135	mir-128family
chr15	44826241	44826247	mir-128family
chr15	48943956	48943962	mir-128family
chr15	48944089	48944095	mir-128family
chr15	50652376	50652382	mir-128family
chr15	52303543	52303549	mir-128family
chr15	57596984	57596990	mir-128family
chr15	62488885	62488891	mir-128family
chr15	62523765	62523771	mir-128family
chr15	63748654	63748660	mir-128family
chr15	63748952	63748958	mir-128family
chr15	68127062	68127068	mir-128family
chr15	68591664	68591670	mir-128family
chr15	69387904	69387910	mir-128family
chr15	69387904	69387910	mir-128family
chr15	69387904	69387910	mir-128family
chr15	70113257	70113263	mir-128family
chr15	70134546	70134552	mir-128family
chr15	70619025	70619031	mir-128family
chr15	72713787	72713793	mir-128family
chr15	76636180	76636186	mir-128family
chr15	77334282	77334288	mir-128family
chr15	78434060	78434066	mir-128family
chr15	79484433	79484439	mir-128family
chr15	79484433	79484439	mir-128family
chr15	80496049	80496055	mir-128family
chr15	80556230	80556236	mir-128family
chr15	80556961	80556967	mir-128family
chr15	80985856	80985862	mir-128family
chr15	81934476	81934482	mir-128family
chr15	83381438	83381444	mir-128family
chr15	83381691	83381697	mir-128family
chr15	86626644	86626650	mir-128family
chr15	87976423	87976429	mir-128family
chr15	93111466	93111472	mir-128family
chr15	93111466	93111472	mir-128family
chr15	93124350	93124356	mir-128family
chr15	93803452	93803458	mir-128family
chr15	93961277	93961283	mir-128family
chr15	94263622	94263628	mir-128family
chr15	94407154	94407160	mir-128family
chr15	95026285	95026291	mir-128family
chr15	98058654	98058660	mir-128family
chr15	98103890	98103896	mir-128family
chr15	100885485	100885491	mir-128family
chr15	100885651	100885657	mir-128family
chr15	100885736	100885742	mir-128family
chr15	100885485	100885491	mir-128family
chr15	100885651	100885657	mir-128family
chr15	100885736	100885742	mir-128family
chr15	100885485	100885491	mir-128family
chr15	100885651	100885657	mir-128family
chr15	100885736	100885742	mir-128family
chr15	100889616	100889622	mir-128family
chr15	36934055	36934061	mir-128family
chr15	38797086	38797092	mir-128family
chr15	39157587	39157593	mir-128family
chr15	39712922	39712928	mir-128family
chr15	40756651	40756657	mir-128family
chr15	40758756	40758762	mir-128family
chr15	42289730	42289736	mir-128family
chr15	42302184	42302190	mir-128family
chr15	42824569	42824575	mir-128family
chr15	60890653	60890659	mir-128family
chr15	60812168	60812174	mir-128family
chr15	60890653	60890659	mir-128family
chr15	63124569	63124575	mir-128family
chr15	63125475	63125481	mir-128family
chr15	63340149	63340155	mir-128family
chr15	63341347	63341353	mir-128family
chr15	63340149	63340155	mir-128family
chr15	63341347	63341353	mir-128family
chr15	66782203	66782209	mir-128family
chr15	71478334	71478340	mir-128family
chr15	72643593	72643599	mir-128family
chr15	72670709	72670715	mir-128family
chr15	73077016	73077022	mir-128family
chr15	74211227	74211233	mir-128family
chr15	74211227	74211233	mir-128family
chr15	74211227	74211233	mir-128family
chr15	74511065	74511071	mir-128family
chr15	74511065	74511071	mir-128family
chr15	75192898	75192904	mir-128family
chr15	77934131	77934137	mir-128family
chr15	77940581	77940587	mir-128family
chr15	77940752	77940758	mir-128family
chr15	78881774	78881780	mir-128family
chr15	78920260	78920266	mir-128family
chr15	83361186	83361192	mir-128family
chr15	86838964	86838970	mir-128family
chr15	86860041	86860047	mir-128family
chr15	86860041	86860047	mir-128family
chr15	91509756	91509762	mir-128family
chr15	91509756	91509762	mir-128family
chr15	96826197	96826203	mir-128family
chr15	96826197	96826203	mir-128family
chr15	96826197	96826203	mir-128family
chr15	96826197	96826203	mir-128family
chr15	99671868	99671874	mir-128family
chr15	101626167	101626173	mir-128family
chr15	30781736	30781742	mir-128family
chr15	31219779	31219785	mir-128family
chr15	40525506	40525512	mir-128family
chr15	58814683	58814689	mir-128family
chr15	59107833	59107839	mir-128family
chr15	74596629	74596635	mir-128family
chr15	77360532	77360538	mir-128family
chr15	55652030	55652036	mir-128family
chr15	55670552	55670558	mir-128family
chr15	55670552	55670558	mir-128family
chr15	41598486	41598492	mir-128family
chr15	25296331	25296337	mir-128family
chr15	25365962	25365968	mir-128family
chr15	25366879	25366885	mir-128family
chr15	25296331	25296337	mir-128family
chr15	25299086	25299092	mir-128family
chr15	25462478	25462484	mir-128family
chr16	760786	760792	mir-128family
chr16	1029734	1029740	mir-128family
chr16	1029734	1029740	mir-128family
chr16	1029734	1029740	mir-128family
chr16	1029734	1029740	mir-128family
chr16	1029734	1029740	mir-128family
chr16	1041260	1041266	mir-128family
chr16	2916511	2916517	mir-128family
chr16	3127400	3127406	mir-128family
chr16	3127400	3127406	mir-128family
chr16	9500876	9500882	mir-128family
chr16	14103628	14103634	mir-128family
chr16	14995501	14995507	mir-128family
chr16	14995921	14995927	mir-128family
chr16	15004530	15004536	mir-128family
chr16	16394152	16394158	mir-128family
chr16	16394573	16394579	mir-128family
chr16	16403185	16403191	mir-128family
chr16	18096737	18096743	mir-128family
chr16	24485858	24485864	mir-128family
chr16	24489525	24489531	mir-128family
chr16	25079646	25079652	mir-128family
chr16	28297270	28297276	mir-128family
chr16	28828567	28828573	mir-128family
chr16	29794005	29794011	mir-128family
chr16	31564615	31564621	mir-128family
chr16	32677548	32677554	mir-128family
chr16	32677548	32677554	mir-128family
chr16	34378237	34378243	mir-128family
chr16	34431319	34431325	mir-128family
chr16	50682067	50682073	mir-128family
chr16	52640423	52640429	mir-128family
chr16	52664957	52664963	mir-128family
chr16	54881389	54881395	mir-128family
chr16	55572582	55572588	mir-128family
chr16	58469847	58469853	mir-128family
chr16	58767851	58767857	mir-128family
chr16	63163467	63163473	mir-128family
chr16	63566770	63566776	mir-128family
chr16	64377728	64377734	mir-128family
chr16	65266922	65266928	mir-128family
chr16	65318631	65318637	mir-128family
chr16	65895473	65895479	mir-128family
chr16	73454093	73454099	mir-128family
chr16	73455147	73455153	mir-128family
chr16	73422766	73422772	mir-128family
chr16	73521502	73521508	mir-128family
chr16	74403064	74403070	mir-128family
chr16	74403154	74403160	mir-128family
chr16	74403205	74403211	mir-128family
chr16	74481627	74481633	mir-128family
chr16	79832128	79832134	mir-128family
chr16	80862760	80862766	mir-128family
chr16	80864014	80864020	mir-128family
chr16	81421612	81421618	mir-128family
chr16	81772006	81772012	mir-128family
chr16	83833031	83833037	mir-128family
chr16	84291709	84291715	mir-128family
chr16	85626846	85626852	mir-128family
chr16	86119610	86119616	mir-128family
chr16	86122968	86122974	mir-128family
chr16	86325225	86325231	mir-128family
chr16	86382760	86382766	mir-128family
chr16	86511590	86511596	mir-128family
chr16	86555443	86555449	mir-128family
chr16	88227267	88227273	mir-128family
chr16	728968	728974	mir-128family
chr16	728968	728974	mir-128family
chr16	934093	934099	mir-128family
chr16	1369567	1369573	mir-128family
chr16	1372758	1372764	mir-128family
chr16	1369567	1369573	mir-128family
chr16	1371362	1371368	mir-128family
chr16	1372758	1372764	mir-128family
chr16	1801598	1801604	mir-128family
chr16	1802257	1802263	mir-128family
chr16	2169810	2169816	mir-128family
chr16	2515664	2515670	mir-128family
chr16	3160584	3160590	mir-128family
chr16	3165161	3165167	mir-128family
chr16	3160584	3160590	mir-128family
chr16	3181960	3181966	mir-128family
chr16	3181960	3181966	mir-128family
chr16	3181960	3181966	mir-128family
chr16	3181960	3181966	mir-128family
chr16	3181960	3181966	mir-128family
chr16	3181960	3181966	mir-128family
chr16	4690142	4690148	mir-128family
chr16	8943749	8943755	mir-128family
chr16	9200429	9200435	mir-128family
chr16	11438586	11438592	mir-128family
chr16	15835141	15835147	mir-128family
chr16	16386384	16386390	mir-128family
chr16	16387074	16387080	mir-128family
chr16	16388299	16388305	mir-128family
chr16	19132140	19132146	mir-128family
chr16	22097156	22097162	mir-128family
chr16	27225996	27226002	mir-128family
chr16	29759608	29759614	mir-128family
chr16	30108010	30108016	mir-128family
chr16	30619630	30619636	mir-128family
chr16	50700609	50700615	mir-128family
chr16	50704874	50704880	mir-128family
chr16	50704874	50704880	mir-128family
chr16	51183659	51183665	mir-128family
chr16	57664331	57664337	mir-128family
chr16	58153060	58153066	mir-128family
chr16	66512963	66512969	mir-128family
chr16	66875671	66875677	mir-128family
chr16	68262110	68262116	mir-128family
chr16	69760917	69760923	mir-128family
chr16	70433238	70433244	mir-128family
chr16	70803313	70803319	mir-128family
chr16	71497435	71497441	mir-128family
chr16	81345371	81345377	mir-128family
chr16	84226720	84226726	mir-128family
chr16	84226720	84226726	mir-128family
chr16	84629652	84629658	mir-128family
chr16	88588484	88588490	mir-128family
chr16	88811751	88811757	mir-128family
chr16	88811751	88811757	mir-128family
chr16	89180929	89180935	mir-128family
chr16	89364140	89364146	mir-128family
chr16	89389725	89389731	mir-128family
chr16	89389725	89389731	mir-128family
chr16	9200429	9200435	mir-128family
chr16	11033753	11033759	mir-128family
chr16	19316367	19316373	mir-128family
chr16	19321387	19321393	mir-128family
chr16	29680055	29680061	mir-128family
chr16	31129742	31129748	mir-128family
chr16	31130042	31130048	mir-128family
chr16	56336685	56336691	mir-128family
chr16	56974193	56974199	mir-128family
chr16	61725759	61725765	mir-128family
chr16	79038429	79038435	mir-128family
chr16	79140569	79140575	mir-128family
chr16	82858275	82858281	mir-128family
chr16	82859438	82859444	mir-128family
chr16	89005224	89005230	mir-128family
chr16	89458935	89458941	mir-128family
chr16	437056	437062	mir-128family
chr16	437056	437062	mir-128family
chr16	3526299	3526305	mir-128family
chr16	33777389	33777395	mir-128family
chr16	33777389	33777395	mir-128family
chr16	70010865	70010871	mir-128family
chr16	72003970	72003976	mir-128family
chr16	72011286	72011292	mir-128family
chr16	72003970	72003976	mir-128family
chr16	72011286	72011292	mir-128family
chr16	90228679	90228685	mir-128family
chr16	90244488	90244494	mir-128family
chr17	5144501	5144507	mir-128family
chr17	11193953	11193959	mir-128family
chr17	11194041	11194047	mir-128family
chr17	12726251	12726257	mir-128family
chr17	13836143	13836149	mir-128family
chr17	14199401	14199407	mir-128family
chr17	15171821	15171827	mir-128family
chr17	15283223	15283229	mir-128family
chr17	15434097	15434103	mir-128family
chr17	15709597	15709603	mir-128family
chr17	16916145	16916151	mir-128family
chr17	18228465	18228471	mir-128family
chr17	19067551	19067557	mir-128family
chr17	19067551	19067557	mir-128family
chr17	20692402	20692408	mir-128family
chr17	21812494	21812500	mir-128family
chr17	22192809	22192815	mir-128family
chr17	27188224	27188230	mir-128family
chr17	27188667	27188673	mir-128family
chr17	33728217	33728223	mir-128family
