chr	start	end	miRNA
chr9	102133933	102133940	mir-23family
chr9	106846275	106846282	mir-23family
chr9	115761268	115761275	mir-23family
chr9	115881990	115881997	mir-23family
chr9	115881990	115881997	mir-23family
chr9	2635465	2635472	mir-23family
chr9	12814328	12814335	mir-23family
chr9	21860320	21860327	mir-23family
chr9	34678100	34678107	mir-23family
chr9	34681013	34681020	mir-23family
chr9	73323018	73323025	mir-23family
chr9	73341011	73341018	mir-23family
chr9	101611538	101611545	mir-23family
chr9	134066089	134066096	mir-23family
chr9	138355547	138355554	mir-23family
chr9	139621389	139621396	mir-23family
chr9	4071262	4071269	mir-23family
chr9	127705014	127705021	mir-23family
chr9	100092909	100092916	mir-23family
chr9	100092909	100092916	mir-23family
chr9	100092909	100092916	mir-23family
chr9	100092909	100092916	mir-23family
chr10	8343427	8343434	mir-23family
chr10	22546929	22546936	mir-23family
chr10	47656589	47656596	mir-23family
chr10	67442192	67442199	mir-23family
chr10	72698917	72698924	mir-23family
chr10	72698917	72698924	mir-23family
chr10	77121205	77121212	mir-23family
chr10	89114578	89114585	mir-23family
chr10	91600509	91600516	mir-23family
chr10	91600509	91600516	mir-23family
chr10	107943604	107943611	mir-23family
chr10	129732555	129732562	mir-23family
chr10	134774877	134774884	mir-23family
chr10	5785907	5785914	mir-23family
chr10	29710135	29710142	mir-23family
chr10	29710135	29710142	mir-23family
chr10	50680843	50680850	mir-23family
chr10	79689433	79689440	mir-23family
chr10	98753139	98753146	mir-23family
chr10	115479058	115479065	mir-23family
chr10	128799236	128799243	mir-23family
chr10	128799236	128799243	mir-23family
chr10	128799236	128799243	mir-23family
chr10	97916218	97916225	mir-23family
chr10	97916702	97916709	mir-23family
chr10	97916218	97916225	mir-23family
chr10	97916702	97916709	mir-23family
chr10	97916218	97916225	mir-23family
chr10	97916702	97916709	mir-23family
chr10	18527441	18527448	mir-23family
chr11	29644390	29644397	mir-23family
chr11	35679775	35679782	mir-23family
chr11	64269959	64269966	mir-23family
chr11	65207225	65207232	mir-23family
chr11	65207312	65207319	mir-23family
chr11	65267737	65267744	mir-23family
chr11	65267737	65267744	mir-23family
chr11	67673612	67673619	mir-23family
chr11	80473469	80473476	mir-23family
chr11	89487766	89487773	mir-23family
chr11	104316651	104316658	mir-23family
chr11	126790301	126790308	mir-23family
chr11	131220377	131220384	mir-23family
chr11	43852041	43852048	mir-23family
chr11	70204646	70204653	mir-23family
chr11	70219933	70219940	mir-23family
chr11	87848971	87848978	mir-23family
chr11	88238419	88238426	mir-23family
chr11	102332646	102332653	mir-23family
chr11	8083639	8083646	mir-23family
chr11	8083639	8083646	mir-23family
chr11	43416995	43417002	mir-23family
chr11	112231291	112231298	mir-23family
chr12	10104529	10104536	mir-23family
chr12	23326969	23326976	mir-23family
chr12	24380426	24380433	mir-23family
chr12	33558296	33558303	mir-23family
chr12	44116312	44116319	mir-23family
chr12	46849867	46849874	mir-23family
chr12	55078887	55078894	mir-23family
chr12	55407922	55407929	mir-23family
chr12	58280251	58280258	mir-23family
chr12	58963095	58963102	mir-23family
chr12	92880816	92880823	mir-23family
chr12	94885462	94885469	mir-23family
chr12	103205727	103205734	mir-23family
chr12	114551175	114551182	mir-23family
chr12	114551175	114551182	mir-23family
chr12	122445561	122445568	mir-23family
chr12	126845042	126845049	mir-23family
chr12	26278309	26278316	mir-23family
chr12	26278309	26278316	mir-23family
chr12	27857698	27857705	mir-23family
chr12	27857314	27857321	mir-23family
chr12	68407316	68407323	mir-23family
chr12	69747954	69747961	mir-23family
chr12	81519598	81519605	mir-23family
chr12	92582566	92582573	mir-23family
chr12	117424138	117424145	mir-23family
chr12	65678827	65678834	mir-23family
chr12	99498351	99498358	mir-23family
chr12	116972404	116972411	mir-23family
chr12	122506501	122506508	mir-23family
chr13	30596263	30596270	mir-23family
chr13	30890683	30890690	mir-23family
chr13	35120127	35120134	mir-23family
chr13	47032687	47032694	mir-23family
chr13	86107290	86107297	mir-23family
chr13	90201293	90201300	mir-23family
chr13	95612833	95612840	mir-23family
chr13	97593651	97593658	mir-23family
chr13	104077616	104077623	mir-23family
chr13	106414353	106414360	mir-23family
chr13	107324026	107324033	mir-23family
chr13	111462837	111462844	mir-23family
chr13	113619389	113619396	mir-23family
chr13	20755897	20755904	mir-23family
chr13	28408093	28408100	mir-23family
chr13	30059430	30059437	mir-23family
chr13	30059430	30059437	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	33854080	33854087	mir-23family
chr13	79156713	79156720	mir-23family
chr13	99230801	99230808	mir-23family
chr13	113399794	113399801	mir-23family
chr14	29311513	29311520	mir-23family
chr14	57824489	57824496	mir-23family
chr14	66589978	66589985	mir-23family
chr14	83483532	83483539	mir-23family
chr14	86481128	86481135	mir-23family
chr14	88626022	88626029	mir-23family
chr14	90922231	90922238	mir-23family
chr14	90922231	90922238	mir-23family
chr14	101299391	101299398	mir-23family
chr14	101299391	101299398	mir-23family
chr14	102019281	102019288	mir-23family
chr14	51557670	51557677	mir-23family
chr14	58862262	58862269	mir-23family
chr14	60708797	60708804	mir-23family
chr14	93534015	93534022	mir-23family
chr14	27063276	27063283	mir-23family
chr14	61773611	61773618	mir-23family
chr15	24758205	24758212	mir-23family
chr15	30506375	30506382	mir-23family
chr15	38316966	38316973	mir-23family
chr15	38316966	38316973	mir-23family
chr15	41201512	41201519	mir-23family
chr15	48176594	48176601	mir-23family
chr15	52408781	52408788	mir-23family
chr15	63190876	63190883	mir-23family
chr15	67223873	67223880	mir-23family
chr15	70133137	70133144	mir-23family
chr15	70133137	70133144	mir-23family
chr15	92036737	92036744	mir-23family
chr15	100889087	100889094	mir-23family
chr15	27664199	27664206	mir-23family
chr15	38795942	38795949	mir-23family
chr15	51750028	51750035	mir-23family
chr15	61506319	61506326	mir-23family
chr15	86298821	86298828	mir-23family
chr15	89878435	89878442	mir-23family
chr15	92692095	92692102	mir-23family
chr15	93163233	93163240	mir-23family
chr15	101435050	101435057	mir-23family
chr15	29668679	29668686	mir-23family
chr15	30781999	30782006	mir-23family
chr15	40935341	40935348	mir-23family
chr15	25357376	25357383	mir-23family
chr16	1564424	1564431	mir-23family
chr16	34624170	34624177	mir-23family
chr16	47893674	47893681	mir-23family
chr16	49372597	49372604	mir-23family
chr16	55574843	55574850	mir-23family
chr16	56220129	56220136	mir-23family
chr16	60085113	60085120	mir-23family
chr16	63969838	63969845	mir-23family
chr16	64190150	64190157	mir-23family
chr16	81420249	81420256	mir-23family
chr16	81996232	81996239	mir-23family
chr16	87103315	87103322	mir-23family
chr16	3184796	3184803	mir-23family
chr16	3184796	3184803	mir-23family
chr16	3184796	3184803	mir-23family
chr16	3184796	3184803	mir-23family
chr16	11164823	11164830	mir-23family
chr16	15702544	15702551	mir-23family
chr16	18938321	18938328	mir-23family
chr16	56386665	56386672	mir-23family
chr16	79112067	79112074	mir-23family
chr16	89486519	89486526	mir-23family
chr16	71981474	71981481	mir-23family
chr16	71981474	71981481	mir-23family
chr16	81087655	81087662	mir-23family
chr16	87092626	87092633	mir-23family
chr16	1114242	1114249	mir-23family
chr17	12725073	12725080	mir-23family
chr17	13812589	13812596	mir-23family
chr17	18228240	18228247	mir-23family
chr17	19351529	19351536	mir-23family
chr17	19351529	19351536	mir-23family
chr17	21922469	21922476	mir-23family
chr17	21922508	21922515	mir-23family
chr17	37183094	37183101	mir-23family
chr17	37919917	37919924	mir-23family
chr17	41447287	41447294	mir-23family
chr17	42871696	42871703	mir-23family
chr17	49419724	49419731	mir-23family
chr17	60886027	60886034	mir-23family
chr17	6919398	6919405	mir-23family
chr17	16285522	16285529	mir-23family
chr17	16285750	16285757	mir-23family
chr17	16692153	16692160	mir-23family
chr17	19463829	19463836	mir-23family
chr17	25953149	25953156	mir-23family
chr17	27697085	27697092	mir-23family
chr17	35402826	35402833	mir-23family
chr17	42751875	42751882	mir-23family
chr17	43227879	43227886	mir-23family
chr17	44113111	44113118	mir-23family
chr17	47622335	47622342	mir-23family
chr17	78940119	78940126	mir-23family
chr17	27972255	27972262	mir-23family
chr17	73368578	73368585	mir-23family
chr17	48842233	48842240	mir-23family
chr17	70381028	70381035	mir-23family
chr17	13937408	13937415	mir-23family
chr17	13937641	13937648	mir-23family
chr17	13937408	13937415	mir-23family
chr17	13937641	13937648	mir-23family
chr17	48945563	48945570	mir-23family
chr18	19213437	19213444	mir-23family
chr18	31134142	31134149	mir-23family
chr18	53455854	53455861	mir-23family
chr18	62854187	62854194	mir-23family
chr18	71582242	71582249	mir-23family
chr18	72260309	72260316	mir-23family
chr18	10664125	10664132	mir-23family
chr18	12447720	12447727	mir-23family
chr18	12447720	12447727	mir-23family
chr18	14090782	14090789	mir-23family
chr18	24769221	24769228	mir-23family
chr18	28712009	28712016	mir-23family
chr18	70412301	70412308	mir-23family
chr18	73838138	73838145	mir-23family
chr18	77829845	77829852	mir-23family
chr18	77829845	77829852	mir-23family
chr18	77829845	77829852	mir-23family
chr18	77839106	77839113	mir-23family
chr19	11795733	11795740	mir-23family
chr19	11795733	11795740	mir-23family
chr19	12318469	12318476	mir-23family
chr19	19882561	19882568	mir-23family
chr19	42056658	42056665	mir-23family
chr19	44299789	44299796	mir-23family
chr19	54292410	54292417	mir-23family
chr19	1039011	1039018	mir-23family
chr19	13251900	13251907	mir-23family
chr19	20006607	20006614	mir-23family
chr19	37989035	37989042	mir-23family
chr19	43155592	43155599	mir-23family
chr19	43155592	43155599	mir-23family
chr19	44501211	44501218	mir-23family
chr19	44501211	44501218	mir-23family
chr19	44611515	44611522	mir-23family
chr19	44611767	44611774	mir-23family
chr19	44612019	44612026	mir-23family
chr19	49874007	49874014	mir-23family
chr19	53015001	53015008	mir-23family
chr19	53015434	53015441	mir-23family
chr19	53088762	53088769	mir-23family
chr19	19899672	19899679	mir-23family
chr19	24111166	24111173	mir-23family
chr19	53958657	53958664	mir-23family
chr19	53958993	53959000	mir-23family
chr19	53959161	53959168	mir-23family
chr19	53959497	53959504	mir-23family
chr19	53959665	53959672	mir-23family
chr19	53960080	53960087	mir-23family
chr19	53960162	53960169	mir-23family
chr19	53958657	53958664	mir-23family
chr19	53958993	53959000	mir-23family
chr19	53959161	53959168	mir-23family
chr19	53959497	53959504	mir-23family
chr19	53959665	53959672	mir-23family
chr19	53960080	53960087	mir-23family
chr19	53960162	53960169	mir-23family
chr19	53958657	53958664	mir-23family
chr19	53958993	53959000	mir-23family
chr19	53959161	53959168	mir-23family
chr19	53959497	53959504	mir-23family
chr19	53959665	53959672	mir-23family
chr19	53958657	53958664	mir-23family
chr19	53958993	53959000	mir-23family
chr19	53959161	53959168	mir-23family
chr19	53959497	53959504	mir-23family
chr19	53959665	53959672	mir-23family
chr19	53960080	53960087	mir-23family
chr19	53960162	53960169	mir-23family
chr20	10982355	10982362	mir-23family
chr20	21073775	21073782	mir-23family
chr20	25121659	25121666	mir-23family
chr20	25122961	25122968	mir-23family
chr20	34107007	34107014	mir-23family
chr20	34637223	34637230	mir-23family
chr20	54039673	54039680	mir-23family
chr20	54039673	54039680	mir-23family
chr20	54039673	54039680	mir-23family
chr20	11890376	11890383	mir-23family
chr20	21177711	21177718	mir-23family
chr20	34064206	34064213	mir-23family
chr20	34064206	34064213	mir-23family
chr20	34064206	34064213	mir-23family
chr20	57097510	57097517	mir-23family
chr21	42932369	42932376	mir-23family
chr21	43099517	43099524	mir-23family
chr21	25919639	25919646	mir-23family
chr22	21676388	21676395	mir-23family
chr22	29197938	29197945	mir-23family
chr22	46465743	46465750	mir-23family
chrX	1851539	1851546	mir-23family
chrX	53199212	53199219	mir-23family
chrX	72158328	72158335	mir-23family
chrX	72158328	72158335	mir-23family
chrX	73014922	73014929	mir-23family
chrX	121007536	121007543	mir-23family
chrX	32774492	32774499	mir-23family
chrX	40597863	40597870	mir-23family
chrX	149008069	149008076	mir-23family
chrX	22407626	22407633	mir-23family
chrX	27193857	27193864	mir-23family
chrX	50110373	50110380	mir-23family
chrX	137796907	137796914	mir-23family
chrX	137796907	137796914	mir-23family
chrX	149115631	149115638	mir-23family
chrX	135724495	135724502	mir-23family
chrX	135724495	135724502	mir-23family
chrY	1801539	1801546	mir-23family
chrY	9749515	9749522	mir-23family
chr1	741255	741262	mir-25family
chr1	1079348	1079355	mir-25family
chr1	3223208	3223215	mir-25family
chr1	18399936	18399943	mir-25family
chr1	80839168	80839175	mir-25family
chr1	111199366	111199373	mir-25family
chr1	16488363	16488370	mir-25family
chr1	40959185	40959192	mir-25family
chr1	61419776	61419783	mir-25family
chr1	90133812	90133819	mir-25family
chr1	792602	792609	mir-25family
chr2	8702702	8702709	mir-25family
chr2	38067238	38067245	mir-25family
chr2	69685226	69685233	mir-25family
chr2	114587093	114587100	mir-25family
chr2	127101399	127101406	mir-25family
chr2	127786641	127786648	mir-25family
chr2	238337721	238337728	mir-25family
chr2	27563149	27563156	mir-25family
chr2	27563149	27563156	mir-25family
chr2	28945511	28945518	mir-25family
chr2	115586182	115586189	mir-25family
chr2	37437213	37437220	mir-25family
chr2	6125701	6125708	mir-25family
chr3	84715665	84715672	mir-25family
chr3	84716816	84716823	mir-25family
chr3	182373639	182373646	mir-25family
chr3	8540444	8540451	mir-25family
chr3	8540444	8540451	mir-25family
chr3	8540444	8540451	mir-25family
chr3	8540444	8540451	mir-25family
chr3	8540444	8540451	mir-25family
chr3	53895216	53895223	mir-25family
chr3	86041804	86041811	mir-25family
chr3	108829141	108829148	mir-25family
chr3	129626588	129626595	mir-25family
chr3	148569337	148569344	mir-25family
chr3	149377171	149377178	mir-25family
chr3	169496878	169496885	mir-25family
chr3	12225738	12225745	mir-25family
chr3	12227201	12227208	mir-25family
chr3	12225738	12225745	mir-25family
chr4	118791025	118791032	mir-25family
chr4	172211169	172211176	mir-25family
chr4	181652424	181652431	mir-25family
chr4	8860657	8860664	mir-25family
chr5	10204126	10204133	mir-25family
chr5	27485656	27485663	mir-25family
chr5	27494398	27494405	mir-25family
chr5	27494398	27494405	mir-25family
chr5	27494398	27494405	mir-25family
chr5	27494398	27494405	mir-25family
chr5	66475742	66475749	mir-25family
chr5	124704777	124704784	mir-25family
chr5	124704777	124704784	mir-25family
chr5	35939967	35939974	mir-25family
chr5	150889321	150889328	mir-25family
chr5	93198046	93198053	mir-25family
chr6	81178162	81178169	mir-25family
chr6	166188604	166188611	mir-25family
chr6	166188604	166188611	mir-25family
chr6	3153070	3153077	mir-25family
chr6	43963765	43963772	mir-25family
chr6	83648273	83648280	mir-25family
chr6	125691636	125691643	mir-25family
chr7	149707	149714	mir-25family
chr7	54646340	54646347	mir-25family
chr7	85050452	85050459	mir-25family
chr7	15721454	15721461	mir-25family
chr7	16250188	16250195	mir-25family
chr7	16250188	16250195	mir-25family
chr7	16250188	16250195	mir-25family
chr7	16250188	16250195	mir-25family
chr7	28280627	28280634	mir-25family
chr7	146778211	146778218	mir-25family
chr7	53724542	53724549	mir-25family
chr8	29647922	29647929	mir-25family
chr8	29647922	29647929	mir-25family
chr8	39413838	39413845	mir-25family
chr8	47760427	47760434	mir-25family
chr8	47760427	47760434	mir-25family
chr8	70337485	70337492	mir-25family
chr8	73860801	73860808	mir-25family
chr8	73860801	73860808	mir-25family
chr8	141516810	141516817	mir-25family
chr9	82132731	82132738	mir-25family
chr9	90169321	90169328	mir-25family
chr10	34049321	34049328	mir-25family
chr10	78739817	78739824	mir-25family
chr11	97789517	97789524	mir-25family
chr11	115628622	115628629	mir-25family
chr11	115628622	115628629	mir-25family
chr11	115628622	115628629	mir-25family
chr11	65135404	65135411	mir-25family
chr11	114231457	114231464	mir-25family
chr11	47190131	47190138	mir-25family
chr11	3529382	3529389	mir-25family
chr11	82895539	82895546	mir-25family
chr12	52203731	52203738	mir-25family
chr12	109791963	109791970	mir-25family
chr12	121829918	121829925	mir-25family
chr12	10550298	10550305	mir-25family
chr12	53436917	53436924	mir-25family
chr12	53436917	53436924	mir-25family
chr13	39108031	39108038	mir-25family
chr13	54698633	54698640	mir-25family
chr13	89279420	89279427	mir-25family
chr13	111463568	111463575	mir-25family
chr13	52764224	52764231	mir-25family
chr14	20109301	20109308	mir-25family
chr14	71685974	71685981	mir-25family
chr14	98099949	98099956	mir-25family
chr14	98099949	98099956	mir-25family
chr14	79220121	79220128	mir-25family
chr15	63191563	63191570	mir-25family
chr15	94429908	94429915	mir-25family
chr15	42824341	42824348	mir-25family
chr15	78287602	78287609	mir-25family
chr15	41592702	41592709	mir-25family
chr16	8348581	8348588	mir-25family
chr16	24486060	24486067	mir-25family
chr16	63091327	63091334	mir-25family
chr16	76692311	76692318	mir-25family
chr16	19422955	19422962	mir-25family
chr16	50642068	50642075	mir-25family
chr17	12721796	12721803	mir-25family
chr17	72601672	72601679	mir-25family
chr17	205138	205145	mir-25family
chr17	5138697	5138704	mir-25family
chr17	80434658	80434665	mir-25family
chr18	22242133	22242140	mir-25family
chr18	45120723	45120730	mir-25family
chr18	70411762	70411769	mir-25family
chr19	20794598	20794605	mir-25family
chr19	35345438	35345445	mir-25family
chr19	616865	616872	mir-25family
chr19	44612448	44612455	mir-25family
chr19	50343199	50343206	mir-25family
chr19	50343199	50343206	mir-25family
chr19	53666644	53666651	mir-25family
chr19	58859905	58859912	mir-25family
chr21	25261173	25261180	mir-25family
chr21	26428864	26428871	mir-25family
chr21	44154734	44154741	mir-25family
chr22	16376921	16376928	mir-25family
chrX	135929002	135929009	mir-25family
chrX	30742115	30742122	mir-25family
chrX	114752943	114752950	mir-25family
chrX	119055428	119055435	mir-25family
chrX	19933826	19933833	mir-25family
chrX	36457885	36457892	mir-25family
chr1	29676364	29676371	mir-26family
chr1	59348750	59348757	mir-26family
chr1	65457391	65457398	mir-26family
chr1	147646549	147646556	mir-26family
chr1	147646549	147646556	mir-26family
chr1	147646549	147646556	mir-26family
chr1	147646549	147646556	mir-26family
chr1	191836080	191836087	mir-26family
chr1	222215082	222215089	mir-26family
chr1	247351617	247351624	mir-26family
chr1	247351641	247351648	mir-26family
chr1	1549367	1549374	mir-26family
chr1	25535202	25535209	mir-26family
chr1	28566451	28566458	mir-26family
chr1	41156953	41156960	mir-26family
chr1	46512520	46512527	mir-26family
chr1	68944884	68944891	mir-26family
chr1	78347195	78347202	mir-26family
chr1	78347195	78347202	mir-26family
chr1	110861400	110861407	mir-26family
chr1	217667225	217667232	mir-26family
chr1	146136153	146136160	mir-26family
chr1	145115797	145115804	mir-26family
chr1	239866972	239866979	mir-26family
chr1	239867044	239867051	mir-26family
chr2	25380852	25380859	mir-26family
chr2	105128643	105128650	mir-26family
chr2	114445777	114445784	mir-26family
chr2	127785983	127785990	mir-26family
chr2	138863222	138863229	mir-26family
chr2	160551914	160551921	mir-26family
chr2	173188099	173188106	mir-26family
chr2	187220550	187220557	mir-26family
chr2	195625037	195625044	mir-26family
chr2	207686255	207686262	mir-26family
chr2	32604473	32604480	mir-26family
chr2	47134206	47134213	mir-26family
chr2	131589381	131589388	mir-26family
chr2	192899958	192899965	mir-26family
chr2	192899958	192899965	mir-26family
chr2	192899958	192899965	mir-26family
chr2	192899958	192899965	mir-26family
chr2	192899958	192899965	mir-26family
chr2	110363079	110363086	mir-26family
chr2	215401606	215401613	mir-26family
chr3	1054209	1054216	mir-26family
chr3	69642076	69642083	mir-26family
chr3	80829388	80829395	mir-26family
chr3	106965779	106965786	mir-26family
chr3	107043277	107043284	mir-26family
chr3	109213068	109213075	mir-26family
chr3	112458846	112458853	mir-26family
chr3	147844970	147844977	mir-26family
chr3	149102234	149102241	mir-26family
chr3	167623811	167623818	mir-26family
chr3	170130672	170130679	mir-26family
chr3	181719964	181719971	mir-26family
chr3	187684843	187684850	mir-26family
chr3	190416472	190416479	mir-26family
chr3	194019096	194019103	mir-26family
chr3	13787799	13787806	mir-26family
chr3	13787799	13787806	mir-26family
chr3	132469393	132469400	mir-26family
chr3	136473307	136473314	mir-26family
chr3	169661237	169661244	mir-26family
chr3	173632714	173632721	mir-26family
chr3	173632714	173632721	mir-26family
chr3	188956715	188956722	mir-26family
chr3	37876466	37876473	mir-26family
chr4	11803895	11803902	mir-26family
chr4	14128371	14128378	mir-26family
chr4	14128371	14128378	mir-26family
chr4	19910927	19910934	mir-26family
chr4	28601871	28601878	mir-26family
chr4	76007372	76007379	mir-26family
chr4	76007372	76007379	mir-26family
chr4	76007372	76007379	mir-26family
chr4	76007372	76007379	mir-26family
chr4	135226652	135226659	mir-26family
chr4	138953580	138953587	mir-26family
chr4	138953580	138953587	mir-26family
chr4	157510960	157510967	mir-26family
chr4	40429441	40429448	mir-26family
chr4	56232851	56232858	mir-26family
chr4	100174120	100174127	mir-26family
chr4	113439082	113439089	mir-26family
chr4	141205140	141205147	mir-26family
chr4	146760522	146760529	mir-26family
chr5	1963750	1963757	mir-26family
chr5	8461620	8461627	mir-26family
chr5	34651807	34651814	mir-26family
chr5	40260764	40260771	mir-26family
chr5	71982994	71983001	mir-26family
chr5	82236302	82236309	mir-26family
chr5	86043768	86043775	mir-26family
chr5	108659412	108659419	mir-26family
chr5	134984394	134984401	mir-26family
chr5	148444715	148444722	mir-26family
chr5	173214746	173214753	mir-26family
chr5	174346675	174346682	mir-26family
chr5	180262674	180262681	mir-26family
chr5	180262674	180262681	mir-26family
chr5	50670286	50670293	mir-26family
chr5	52408906	52408913	mir-26family
chr5	54320901	54320908	mir-26family
chr5	74894991	74894998	mir-26family
chr5	135470004	135470011	mir-26family
chr5	142247635	142247642	mir-26family
chr5	142247635	142247642	mir-26family
chr5	142247635	142247642	mir-26family
chr5	55832742	55832749	mir-26family
chr6	3911052	3911059	mir-26family
chr6	26523687	26523694	mir-26family
chr6	26988243	26988250	mir-26family
chr6	58239489	58239496	mir-26family
chr6	160530908	160530915	mir-26family
chr6	166363109	166363116	mir-26family
chr6	166363109	166363116	mir-26family
chr6	29982546	29982553	mir-26family
chr6	57038963	57038970	mir-26family
chr6	69343037	69343044	mir-26family
chr6	87863403	87863410	mir-26family
chr6	110799678	110799685	mir-26family
chr6	130459203	130459210	mir-26family
chr6	150945949	150945956	mir-26family
chr7	23247256	23247263	mir-26family
chr7	84201157	84201164	mir-26family
chr7	96276774	96276781	mir-26family
chr7	115322593	115322600	mir-26family
chr7	116211169	116211176	mir-26family
chr7	130123808	130123815	mir-26family
chr7	3304168	3304175	mir-26family
chr7	22765083	22765090	mir-26family
chr7	28282004	28282011	mir-26family
chr7	43280718	43280725	mir-26family
chr7	96595262	96595269	mir-26family
chr7	96595262	96595269	mir-26family
chr7	96595262	96595269	mir-26family
chr7	96595262	96595269	mir-26family
chr7	96595262	96595269	mir-26family
chr7	104946918	104946925	mir-26family
chr7	111459720	111459727	mir-26family
chr7	126868602	126868609	mir-26family
chr7	126868602	126868609	mir-26family
chr7	129832125	129832132	mir-26family
chr7	143948861	143948868	mir-26family
chr7	23141956	23141963	mir-26family
chr7	44081820	44081827	mir-26family
chr7	53723394	53723401	mir-26family
chr7	54639407	54639414	mir-26family
chr7	103153815	103153822	mir-26family
chr8	37333469	37333476	mir-26family
chr8	37333469	37333476	mir-26family
chr8	37333469	37333476	mir-26family
chr8	62774418	62774425	mir-26family
chr8	81455319	81455326	mir-26family
chr8	135809345	135809352	mir-26family
chr8	19975527	19975534	mir-26family
chr8	63385962	63385969	mir-26family
chr8	70749331	70749338	mir-26family
chr8	70749331	70749338	mir-26family
chr8	75730750	75730757	mir-26family
chr8	93938555	93938562	mir-26family
chr9	41961738	41961745	mir-26family
chr9	33911016	33911023	mir-26family
chr9	115647872	115647879	mir-26family
chr9	119049477	119049484	mir-26family
chr9	134038332	134038339	mir-26family
chr10	2049275	2049282	mir-26family
chr10	29096831	29096838	mir-26family
chr10	127398462	127398469	mir-26family
chr10	5785853	5785860	mir-26family
chr10	13726137	13726144	mir-26family
chr10	17737722	17737729	mir-26family
chr10	97516094	97516101	mir-26family
chr10	98753740	98753747	mir-26family
chr10	1403720	1403727	mir-26family
chr10	31606879	31606886	mir-26family
chr11	322680	322687	mir-26family
chr11	13002417	13002424	mir-26family
chr11	13002417	13002424	mir-26family
chr11	13002417	13002424	mir-26family
chr11	13002417	13002424	mir-26family
chr11	13002417	13002424	mir-26family
chr11	13002417	13002424	mir-26family
chr11	29066272	29066279	mir-26family
chr11	45377683	45377690	mir-26family
chr11	50258017	50258024	mir-26family
chr11	50258017	50258024	mir-26family
chr11	65267589	65267596	mir-26family
chr11	65268983	65268990	mir-26family
chr11	65267589	65267596	mir-26family
chr11	65268983	65268990	mir-26family
chr11	67655805	67655812	mir-26family
chr11	115247982	115247989	mir-26family
chr11	3052314	3052321	mir-26family
chr11	9078916	9078923	mir-26family
chr11	43854776	43854783	mir-26family
chr11	43854776	43854783	mir-26family
chr11	94938021	94938028	mir-26family
chr12	8535505	8535512	mir-26family
chr12	82906916	82906923	mir-26family
chr12	89444999	89445006	mir-26family
chr12	109303454	109303461	mir-26family
chr12	126588299	126588306	mir-26family
chr12	772491	772498	mir-26family
chr12	96404845	96404852	mir-26family
chr12	132564930	132564937	mir-26family
chr12	73537623	73537630	mir-26family
chr12	73537623	73537630	mir-26family
chr13	28528948	28528955	mir-26family
chr13	39108156	39108163	mir-26family
chr13	48505770	48505777	mir-26family
chr13	74832050	74832057	mir-26family
chr13	51456616	51456623	mir-26family
chr13	51456616	51456623	mir-26family
chr13	51456616	51456623	mir-26family
chr14	19694010	19694017	mir-26family
chr14	19694125	19694132	mir-26family
chr14	19670827	19670834	mir-26family
chr14	19670827	19670834	mir-26family
chr14	29304021	29304028	mir-26family
chr14	29304021	29304028	mir-26family
chr14	30674935	30674942	mir-26family
chr14	71687893	71687900	mir-26family
chr14	83124072	83124079	mir-26family
chr14	96109020	96109027	mir-26family
chr14	100091143	100091150	mir-26family
chr14	101326088	101326095	mir-26family
chr14	31353781	31353788	mir-26family
chr14	31353781	31353788	mir-26family
chr14	38508542	38508549	mir-26family
chr14	38508542	38508549	mir-26family
chr14	58760264	58760271	mir-26family
chr14	51190778	51190785	mir-26family
chr14	21670046	21670053	mir-26family
chr14	66953397	66953404	mir-26family
chr14	66953397	66953404	mir-26family
chr14	66953397	66953404	mir-26family
chr14	66953397	66953404	mir-26family
chr14	61770077	61770084	mir-26family
chr14	61770321	61770328	mir-26family
chr15	24408374	24408381	mir-26family
chr15	24483458	24483465	mir-26family
chr15	36150598	36150605	mir-26family
chr15	38354431	38354438	mir-26family
chr15	81283603	81283610	mir-26family
chr15	95823274	95823281	mir-26family
chr15	27406372	27406379	mir-26family
chr15	43476557	43476564	mir-26family
chr15	61057046	61057053	mir-26family
chr15	61057046	61057053	mir-26family
chr15	69689333	69689340	mir-26family
chr15	69689333	69689340	mir-26family
chr15	79278155	79278162	mir-26family
chr15	85157830	85157837	mir-26family
chr15	90625108	90625115	mir-26family
chr15	30781122	30781129	mir-26family
chr15	40525464	40525471	mir-26family
chr15	89055656	89055663	mir-26family
chr16	1025927	1025934	mir-26family
chr16	1025927	1025934	mir-26family
chr16	1025927	1025934	mir-26family
chr16	1025927	1025934	mir-26family
chr16	1025927	1025934	mir-26family
chr16	1025927	1025934	mir-26family
chr16	9560576	9560583	mir-26family
chr16	65896766	65896773	mir-26family
chr16	73588197	73588204	mir-26family
chr16	81417988	81417995	mir-26family
chr16	86229324	86229331	mir-26family
chr16	75116	75123	mir-26family
chr16	75116	75123	mir-26family
chr16	14789513	14789520	mir-26family
chr16	14828631	14828638	mir-26family
chr16	19075131	19075138	mir-26family
chr16	19075131	19075138	mir-26family
chr16	19075131	19075138	mir-26family
chr16	68246329	68246336	mir-26family
chr16	78530098	78530105	mir-26family
