chr	start	end	miRNA
chr2	39826533	39826539	mir-23family
chr2	39826769	39826775	mir-23family
chr2	39826533	39826539	mir-23family
chr2	39826533	39826539	mir-23family
chr2	39826533	39826539	mir-23family
chr2	56402129	56402135	mir-23family
chr2	56402129	56402135	mir-23family
chr2	62113165	62113171	mir-23family
chr2	62345427	62345433	mir-23family
chr2	62345427	62345433	mir-23family
chr2	62856588	62856594	mir-23family
chr2	74185208	74185214	mir-23family
chr2	74185208	74185214	mir-23family
chr2	75701688	75701694	mir-23family
chr2	75924937	75924943	mir-23family
chr2	80830987	80830993	mir-23family
chr2	80830987	80830993	mir-23family
chr2	98292097	98292103	mir-23family
chr2	98292097	98292103	mir-23family
chr2	98292097	98292103	mir-23family
chr2	98292097	98292103	mir-23family
chr2	98292097	98292103	mir-23family
chr2	98292097	98292103	mir-23family
chr2	98292097	98292103	mir-23family
chr2	105992432	105992438	mir-23family
chr2	105991734	105991740	mir-23family
chr2	105992432	105992438	mir-23family
chr2	109128374	109128380	mir-23family
chr2	111369897	111369903	mir-23family
chr2	113998784	113998790	mir-23family
chr2	120006563	120006569	mir-23family
chr2	120244883	120244889	mir-23family
chr2	128225609	128225615	mir-23family
chr2	128225609	128225615	mir-23family
chr2	128225609	128225615	mir-23family
chr2	128225609	128225615	mir-23family
chr2	128225609	128225615	mir-23family
chr2	128225609	128225615	mir-23family
chr2	136753880	136753886	mir-23family
chr2	136757471	136757477	mir-23family
chr2	144721500	144721506	mir-23family
chr2	145277862	145277868	mir-23family
chr2	149643132	149643138	mir-23family
chr2	149635556	149635562	mir-23family
chr2	149643132	149643138	mir-23family
chr2	165705579	165705585	mir-23family
chr2	166915953	166915959	mir-23family
chr2	167980978	167980984	mir-23family
chr2	168671478	168671484	mir-23family
chr2	171476034	171476040	mir-23family
chr2	171551610	171551616	mir-23family
chr2	172629993	172629999	mir-23family
chr2	173589543	173589549	mir-23family
chr2	173589585	173589591	mir-23family
chr2	179484626	179484632	mir-23family
chr2	179483598	179483604	mir-23family
chr2	179484626	179484632	mir-23family
chr2	179590590	179590596	mir-23family
chr2	182755980	182755986	mir-23family
chr2	188056564	188056570	mir-23family
chr2	188056564	188056570	mir-23family
chr2	200341442	200341448	mir-23family
chr2	202980650	202980656	mir-23family
chr2	209120777	209120783	mir-23family
chr2	209120777	209120783	mir-23family
chr2	215826951	215826957	mir-23family
chr2	217348246	217348252	mir-23family
chr2	217737851	217737857	mir-23family
chr2	219192544	219192550	mir-23family
chr2	220267702	220267708	mir-23family
chr2	223433243	223433249	mir-23family
chr2	224832380	224832386	mir-23family
chr2	237277234	237277240	mir-23family
chr2	242753086	242753092	mir-23family
chr2	37438558	37438564	mir-23family
chr2	103056315	103056321	mir-23family
chr2	178817866	178817872	mir-23family
chr2	230809806	230809812	mir-23family
chr2	31748584	31748590	mir-23family
chr2	113091650	113091656	mir-23family
chr2	113091650	113091656	mir-23family
chr2	7567125	7567131	mir-23family
chr2	7567125	7567131	mir-23family
chr2	7567125	7567131	mir-23family
chr2	200732266	200732272	mir-23family
chr2	217363351	217363357	mir-23family
chr2	217363351	217363357	mir-23family
chr3	65802	65808	mir-23family
chr3	8132932	8132938	mir-23family
chr3	14841397	14841403	mir-23family
chr3	14842877	14842883	mir-23family
chr3	21454495	21454501	mir-23family
chr3	26661228	26661234	mir-23family
chr3	30566727	30566733	mir-23family
chr3	32938912	32938918	mir-23family
chr3	38534511	38534517	mir-23family
chr3	40646901	40646907	mir-23family
chr3	43821131	43821137	mir-23family
chr3	44161871	44161877	mir-23family
chr3	55220785	55220791	mir-23family
chr3	72105078	72105084	mir-23family
chr3	72147632	72147638	mir-23family
chr3	72371083	72371089	mir-23family
chr3	82507234	82507240	mir-23family
chr3	84716209	84716215	mir-23family
chr3	84716611	84716617	mir-23family
chr3	98176561	98176567	mir-23family
chr3	99219374	99219380	mir-23family
chr3	99245897	99245903	mir-23family
chr3	99340935	99340941	mir-23family
chr3	107560553	107560559	mir-23family
chr3	107560553	107560559	mir-23family
chr3	138843588	138843594	mir-23family
chr3	139578542	139578548	mir-23family
chr3	146641908	146641914	mir-23family
chr3	149697014	149697020	mir-23family
chr3	149697014	149697020	mir-23family
chr3	154229450	154229456	mir-23family
chr3	156817785	156817791	mir-23family
chr3	161145272	161145278	mir-23family
chr3	161165225	161165231	mir-23family
chr3	167640572	167640578	mir-23family
chr3	167640572	167640578	mir-23family
chr3	176322137	176322143	mir-23family
chr3	177039310	177039316	mir-23family
chr3	177615356	177615362	mir-23family
chr3	181719211	181719217	mir-23family
chr3	181721098	181721104	mir-23family
chr3	181723677	181723683	mir-23family
chr3	181724575	181724581	mir-23family
chr3	181719211	181719217	mir-23family
chr3	195677381	195677387	mir-23family
chr3	195679162	195679168	mir-23family
chr3	197178092	197178098	mir-23family
chr3	6934470	6934476	mir-23family
chr3	7649095	7649101	mir-23family
chr3	7649452	7649458	mir-23family
chr3	7995720	7995726	mir-23family
chr3	10335069	10335075	mir-23family
chr3	21620860	21620866	mir-23family
chr3	31746411	31746417	mir-23family
chr3	37283586	37283592	mir-23family
chr3	48487676	48487682	mir-23family
chr3	59004376	59004382	mir-23family
chr3	64088660	64088666	mir-23family
chr3	64184828	64184834	mir-23family
chr3	64185322	64185328	mir-23family
chr3	64728969	64728975	mir-23family
chr3	69079662	69079668	mir-23family
chr3	86041393	86041399	mir-23family
chr3	119469137	119469143	mir-23family
chr3	125927274	125927280	mir-23family
chr3	125927274	125927280	mir-23family
chr3	125927274	125927280	mir-23family
chr3	128182893	128182899	mir-23family
chr3	128190333	128190339	mir-23family
chr3	129036827	129036833	mir-23family
chr3	129626464	129626470	mir-23family
chr3	130772535	130772541	mir-23family
chr3	130772535	130772541	mir-23family
chr3	136565373	136565379	mir-23family
chr3	136565373	136565379	mir-23family
chr3	136565373	136565379	mir-23family
chr3	159631211	159631217	mir-23family
chr3	159725600	159725606	mir-23family
chr3	183525111	183525117	mir-23family
chr3	184899303	184899309	mir-23family
chr3	186572267	186572273	mir-23family
chr3	194238662	194238668	mir-23family
chr3	194873337	194873343	mir-23family
chr3	10668008	10668014	mir-23family
chr3	12225568	12225574	mir-23family
chr3	12225568	12225574	mir-23family
chr3	14583504	14583510	mir-23family
chr3	193723247	193723253	mir-23family
chr3	193723247	193723253	mir-23family
chr3	18505816	18505822	mir-23family
chr3	18505816	18505822	mir-23family
chr3	18788568	18788574	mir-23family
chr3	37876371	37876377	mir-23family
chr3	131044528	131044534	mir-23family
chr4	155075	155081	mir-23family
chr4	155243	155249	mir-23family
chr4	155327	155333	mir-23family
chr4	155495	155501	mir-23family
chr4	155579	155585	mir-23family
chr4	155663	155669	mir-23family
chr4	155915	155921	mir-23family
chr4	155075	155081	mir-23family
chr4	155243	155249	mir-23family
chr4	155327	155333	mir-23family
chr4	155495	155501	mir-23family
chr4	155579	155585	mir-23family
chr4	155663	155669	mir-23family
chr4	155915	155921	mir-23family
chr4	155075	155081	mir-23family
chr4	155243	155249	mir-23family
chr4	155327	155333	mir-23family
chr4	155495	155501	mir-23family
chr4	155579	155585	mir-23family
chr4	155663	155669	mir-23family
chr4	155915	155921	mir-23family
chr4	155075	155081	mir-23family
chr4	155243	155249	mir-23family
chr4	155327	155333	mir-23family
chr4	155495	155501	mir-23family
chr4	155579	155585	mir-23family
chr4	155663	155669	mir-23family
chr4	155915	155921	mir-23family
chr4	3764202	3764208	mir-23family
chr4	8356914	8356920	mir-23family
chr4	11773451	11773457	mir-23family
chr4	11773451	11773457	mir-23family
chr4	13783548	13783554	mir-23family
chr4	14140261	14140267	mir-23family
chr4	14140261	14140267	mir-23family
chr4	14140261	14140267	mir-23family
chr4	14995938	14995944	mir-23family
chr4	23124027	23124033	mir-23family
chr4	25222362	25222368	mir-23family
chr4	27283218	27283224	mir-23family
chr4	29016078	29016084	mir-23family
chr4	29216912	29216918	mir-23family
chr4	32354307	32354313	mir-23family
chr4	32354425	32354431	mir-23family
chr4	33898100	33898106	mir-23family
chr4	34122937	34122943	mir-23family
chr4	37126647	37126653	mir-23family
chr4	37112537	37112543	mir-23family
chr4	38387032	38387038	mir-23family
chr4	39668062	39668068	mir-23family
chr4	39668062	39668068	mir-23family
chr4	40318972	40318978	mir-23family
chr4	41878722	41878728	mir-23family
chr4	43195333	43195339	mir-23family
chr4	47845374	47845380	mir-23family
chr4	53681447	53681453	mir-23family
chr4	55242612	55242618	mir-23family
chr4	57253972	57253978	mir-23family
chr4	58588580	58588586	mir-23family
chr4	65782094	65782100	mir-23family
chr4	80782744	80782750	mir-23family
chr4	80784057	80784063	mir-23family
chr4	88187897	88187903	mir-23family
chr4	95039108	95039114	mir-23family
chr4	95623714	95623720	mir-23family
chr4	108222781	108222787	mir-23family
chr4	110224339	110224345	mir-23family
chr4	110237129	110237135	mir-23family
chr4	118790815	118790821	mir-23family
chr4	129491502	129491508	mir-23family
chr4	131297703	131297709	mir-23family
chr4	136788184	136788190	mir-23family
chr4	136788184	136788190	mir-23family
chr4	136788184	136788190	mir-23family
chr4	138115019	138115025	mir-23family
chr4	139234637	139234643	mir-23family
chr4	145793688	145793694	mir-23family
chr4	145795744	145795750	mir-23family
chr4	146975410	146975416	mir-23family
chr4	147883415	147883421	mir-23family
chr4	149615355	149615361	mir-23family
chr4	153024834	153024840	mir-23family
chr4	153022996	153023002	mir-23family
chr4	153024834	153024840	mir-23family
chr4	153143783	153143789	mir-23family
chr4	153239350	153239356	mir-23family
chr4	153460281	153460287	mir-23family
chr4	153460281	153460287	mir-23family
chr4	171978896	171978902	mir-23family
chr4	172212632	172212638	mir-23family
chr4	172213647	172213653	mir-23family
chr4	172214834	172214840	mir-23family
chr4	172215138	172215144	mir-23family
chr4	174846711	174846717	mir-23family
chr4	188478969	188478975	mir-23family
chr4	1247804	1247810	mir-23family
chr4	1248765	1248771	mir-23family
chr4	1247804	1247810	mir-23family
chr4	21316907	21316913	mir-23family
chr4	22331855	22331861	mir-23family
chr4	39595468	39595474	mir-23family
chr4	42284175	42284181	mir-23family
chr4	47558834	47558840	mir-23family
chr4	53816079	53816085	mir-23family
chr4	68597415	68597421	mir-23family
chr4	76752371	76752377	mir-23family
chr4	89631079	89631085	mir-23family
chr4	89633076	89633082	mir-23family
chr4	89644283	89644289	mir-23family
chr4	90472697	90472703	mir-23family
chr4	90760080	90760086	mir-23family
chr4	100207992	100207998	mir-23family
chr4	110327819	110327825	mir-23family
chr4	113152318	113152324	mir-23family
chr4	121086664	121086670	mir-23family
chr4	151502355	151502361	mir-23family
chr4	157762531	157762537	mir-23family
chr4	159122693	159122699	mir-23family
chr4	169569222	169569228	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174460910	174460916	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174460910	174460916	mir-23family
chr4	174460910	174460916	mir-23family
chr4	174460910	174460916	mir-23family
chr4	174460910	174460916	mir-23family
chr4	174460910	174460916	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	174503924	174503930	mir-23family
chr4	178264378	178264384	mir-23family
chr4	54602613	54602619	mir-23family
chr4	165798391	165798397	mir-23family
chr4	109094725	109094731	mir-23family
chr5	4439164	4439170	mir-23family
chr5	4974873	4974879	mir-23family
chr5	6030834	6030840	mir-23family
chr5	6311078	6311084	mir-23family
chr5	6779835	6779841	mir-23family
chr5	7151017	7151023	mir-23family
chr5	8462592	8462598	mir-23family
chr5	9517123	9517129	mir-23family
chr5	12804334	12804340	mir-23family
chr5	19036068	19036074	mir-23family
chr5	19036068	19036074	mir-23family
chr5	20895667	20895673	mir-23family
chr5	21324214	21324220	mir-23family
chr5	32949164	32949170	mir-23family
chr5	32949164	32949170	mir-23family
chr5	33522169	33522175	mir-23family
chr5	38029126	38029132	mir-23family
chr5	40053414	40053420	mir-23family
chr5	43034730	43034736	mir-23family
chr5	44510205	44510211	mir-23family
chr5	44510205	44510211	mir-23family
chr5	53072977	53072983	mir-23family
chr5	53072977	53072983	mir-23family
chr5	77242173	77242179	mir-23family
chr5	86044863	86044869	mir-23family
chr5	91736723	91736729	mir-23family
chr5	103820134	103820140	mir-23family
chr5	104075211	104075217	mir-23family
chr5	104075211	104075217	mir-23family
chr5	104075211	104075217	mir-23family
chr5	108803483	108803489	mir-23family
chr5	111497982	111497988	mir-23family
chr5	111497982	111497988	mir-23family
chr5	111497982	111497988	mir-23family
chr5	111497982	111497988	mir-23family
chr5	115413929	115413935	mir-23family
chr5	115926683	115926689	mir-23family
chr5	117601067	117601073	mir-23family
chr5	119581236	119581242	mir-23family
chr5	120649807	120649813	mir-23family
chr5	120658262	120658268	mir-23family
chr5	120658262	120658268	mir-23family
chr5	120658262	120658268	mir-23family
chr5	120658262	120658268	mir-23family
chr5	124704385	124704391	mir-23family
chr5	134573427	134573433	mir-23family
chr5	140499852	140499858	mir-23family
chr5	148804021	148804027	mir-23family
chr5	148805526	148805532	mir-23family
chr5	148804021	148804027	mir-23family
chr5	148805526	148805532	mir-23family
chr5	151999822	151999828	mir-23family
chr5	151999822	151999828	mir-23family
chr5	153281486	153281492	mir-23family
chr5	157626624	157626630	mir-23family
chr5	158542430	158542436	mir-23family
chr5	158543329	158543335	mir-23family
chr5	159204516	159204522	mir-23family
chr5	165582406	165582412	mir-23family
chr5	166332247	166332253	mir-23family
chr5	172841073	172841079	mir-23family
chr5	174413352	174413358	mir-23family
chr5	174413926	174413932	mir-23family
chr5	1900203	1900209	mir-23family
chr5	9040397	9040403	mir-23family
chr5	10266072	10266078	mir-23family
chr5	16141594	16141600	mir-23family
chr5	16183878	16183884	mir-23family
chr5	35698112	35698118	mir-23family
chr5	38284126	38284132	mir-23family
chr5	38345559	38345565	mir-23family
chr5	50670146	50670152	mir-23family
chr5	54578889	54578895	mir-23family
chr5	55237177	55237183	mir-23family
chr5	56224387	56224393	mir-23family
chr5	56224399	56224405	mir-23family
chr5	56224735	56224741	mir-23family
chr5	60214142	60214148	mir-23family
chr5	72767746	72767752	mir-23family
chr5	76443519	76443525	mir-23family
chr5	76443519	76443525	mir-23family
chr5	76443519	76443525	mir-23family
chr5	76443519	76443525	mir-23family
chr5	76443519	76443525	mir-23family
chr5	76443519	76443525	mir-23family
chr5	83683742	83683748	mir-23family
chr5	83683742	83683748	mir-23family
chr5	83683742	83683748	mir-23family
chr5	83683742	83683748	mir-23family
chr5	83683742	83683748	mir-23family
chr5	87566982	87566988	mir-23family
chr5	87705907	87705913	mir-23family
chr5	87705907	87705913	mir-23family
chr5	87705907	87705913	mir-23family
chr5	87705907	87705913	mir-23family
chr5	88327640	88327646	mir-23family
chr5	88261710	88261716	mir-23family
chr5	88261710	88261716	mir-23family
chr5	88261710	88261716	mir-23family
chr5	88261710	88261716	mir-23family
chr5	88714636	88714642	mir-23family
chr5	88762050	88762056	mir-23family
chr5	98105741	98105747	mir-23family
chr5	98105741	98105747	mir-23family
chr5	111069933	111069939	mir-23family
chr5	121814441	121814447	mir-23family
chr5	121814441	121814447	mir-23family
chr5	122390270	122390276	mir-23family
chr5	125769497	125769503	mir-23family
chr5	125820169	125820175	mir-23family
chr5	134735820	134735826	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139485252	139485258	mir-23family
chr5	139750546	139750552	mir-23family
chr5	147265943	147265949	mir-23family
chr5	147266272	147266278	mir-23family
chr5	151033825	151033831	mir-23family
chr5	158413997	158414003	mir-23family
chr5	164149811	164149817	mir-23family
chr5	170105982	170105988	mir-23family
chr5	173483216	173483222	mir-23family
chr5	173509341	173509347	mir-23family
chr5	177133832	177133838	mir-23family
chr5	177140963	177140969	mir-23family
chr5	139580772	139580778	mir-23family
chr5	139581923	139581929	mir-23family
chr5	177866575	177866581	mir-23family
chr6	709276	709282	mir-23family
chr6	780159	780165	mir-23family
chr6	780159	780165	mir-23family
chr6	2391901	2391907	mir-23family
chr6	2396770	2396776	mir-23family
chr6	2637556	2637562	mir-23family
chr6	4156320	4156326	mir-23family
chr6	5043583	5043589	mir-23family
chr6	8342692	8342698	mir-23family
chr6	14281467	14281473	mir-23family
chr6	14282142	14282148	mir-23family
chr6	14393472	14393478	mir-23family
chr6	16764732	16764738	mir-23family
chr6	16766170	16766176	mir-23family
chr6	25061945	25061951	mir-23family
chr6	25991444	25991450	mir-23family
chr6	26937702	26937708	mir-23family
chr6	27373096	27373102	mir-23family
chr6	28831324	28831330	mir-23family
chr6	33883979	33883985	mir-23family
chr6	34251443	34251449	mir-23family
chr6	34252390	34252396	mir-23family
chr6	34252404	34252410	mir-23family
chr6	35191923	35191929	mir-23family
chr6	35513290	35513296	mir-23family
chr6	45544152	45544158	mir-23family
chr6	53427098	53427104	mir-23family
chr6	53427098	53427104	mir-23family
chr6	53427098	53427104	mir-23family
chr6	80130884	80130890	mir-23family
chr6	81153127	81153133	mir-23family
chr6	81153127	81153133	mir-23family
chr6	113864632	113864638	mir-23family
chr6	114802769	114802775	mir-23family
chr6	116577029	116577035	mir-23family
chr6	123392246	123392252	mir-23family
chr6	132467512	132467518	mir-23family
chr6	134758873	134758879	mir-23family
chr6	141769269	141769275	mir-23family
chr6	146057988	146057994	mir-23family
chr6	146916937	146916943	mir-23family
chr6	147270039	147270045	mir-23family
chr6	147708836	147708842	mir-23family
chr6	147710259	147710265	mir-23family
chr6	150972131	150972137	mir-23family
chr6	150972259	150972265	mir-23family
chr6	157097713	157097719	mir-23family
chr6	164180513	164180519	mir-23family
chr6	165241354	165241360	mir-23family
chr6	165241354	165241360	mir-23family
chr6	165242686	165242692	mir-23family
chr6	168641289	168641295	mir-23family
chr6	168775420	168775426	mir-23family
chr6	11259235	11259241	mir-23family
chr6	24701414	24701420	mir-23family
chr6	31968706	31968712	mir-23family
chr6	32001443	32001449	mir-23family
chr6	39849853	39849859	mir-23family
chr6	46498107	46498113	mir-23family
chr6	51464797	51464803	mir-23family
chr6	51487395	51487401	mir-23family
chr6	51487613	51487619	mir-23family
chr6	69342977	69342983	mir-23family
chr6	71963460	71963466	mir-23family
chr6	79944990	79944996	mir-23family
chr6	101330208	101330214	mir-23family
chr6	105616692	105616698	mir-23family
chr6	105616692	105616698	mir-23family
chr6	105616692	105616698	mir-23family
chr6	109319862	109319868	mir-23family
chr6	112613837	112613843	mir-23family
chr6	134208679	134208685	mir-23family
chr6	136365498	136365504	mir-23family
chr6	138145237	138145243	mir-23family
chr6	138145237	138145243	mir-23family
chr6	139504588	139504594	mir-23family
chr6	143287984	143287990	mir-23family
chr6	143358573	143358579	mir-23family
chr6	143812200	143812206	mir-23family
chr6	146149516	146149522	mir-23family
chr6	146206386	146206392	mir-23family
chr6	146206815	146206821	mir-23family
chr6	146149516	146149522	mir-23family
chr6	146149516	146149522	mir-23family
chr6	146149516	146149522	mir-23family
chr6	149913127	149913133	mir-23family
chr6	167317226	167317232	mir-23family
chr6	128753691	128753697	mir-23family
chr6	30782462	30782468	mir-23family
chr6	33214551	33214557	mir-23family
chr6	58273348	58273354	mir-23family
chr6	58273348	58273354	mir-23family
chr6	58273348	58273354	mir-23family
chr6	58273348	58273354	mir-23family
chr6	58273348	58273354	mir-23family
chr6	90540177	90540183	mir-23family
chr6	90540177	90540183	mir-23family
chr6	90578421	90578427	mir-23family
chr6	90540177	90540183	mir-23family
chr6	90578421	90578427	mir-23family
chr7	151234	151240	mir-23family
chr7	6695550	6695556	mir-23family
chr7	8380844	8380850	mir-23family
chr7	15734666	15734672	mir-23family
chr7	17506038	17506044	mir-23family
chr7	19393199	19393205	mir-23family
chr7	20337931	20337937	mir-23family
chr7	20350925	20350931	mir-23family
chr7	20337931	20337937	mir-23family
chr7	20350925	20350931	mir-23family
chr7	35759266	35759272	mir-23family
chr7	35759266	35759272	mir-23family
chr7	41006491	41006497	mir-23family
chr7	42941304	42941310	mir-23family
chr7	45023552	45023558	mir-23family
chr7	45023552	45023558	mir-23family
chr7	47669386	47669392	mir-23family
chr7	54417331	54417337	mir-23family
chr7	56603183	56603189	mir-23family
chr7	62814946	62814952	mir-23family
chr7	64928037	64928043	mir-23family
chr7	67496577	67496583	mir-23family
chr7	84201750	84201756	mir-23family
chr7	84202850	84202856	mir-23family
chr7	87900785	87900791	mir-23family
chr7	87901112	87901118	mir-23family
chr7	93693843	93693849	mir-23family
chr7	96251889	96251895	mir-23family
chr7	106239273	106239279	mir-23family
chr7	109162041	109162047	mir-23family
chr7	114766136	114766142	mir-23family
chr7	130122175	130122181	mir-23family
chr7	130122791	130122797	mir-23family
chr7	135777775	135777781	mir-23family
chr7	135927021	135927027	mir-23family
chr7	135927099	135927105	mir-23family
chr7	135777775	135777781	mir-23family
chr7	137010649	137010655	mir-23family
chr7	137849014	137849020	mir-23family
chr7	153102653	153102659	mir-23family
chr7	153102653	153102659	mir-23family
chr7	647678	647684	mir-23family
chr7	7989874	7989880	mir-23family
chr7	8380844	8380850	mir-23family
chr7	16309979	16309985	mir-23family
chr7	27162657	27162663	mir-23family
chr7	29239495	29239501	mir-23family
chr7	41817055	41817061	mir-23family
chr7	55247889	55247895	mir-23family
chr7	87901112	87901118	mir-23family
chr7	87861001	87861007	mir-23family
chr7	87861001	87861007	mir-23family
chr7	87901112	87901118	mir-23family
chr7	93621452	93621458	mir-23family
chr7	93621452	93621458	mir-23family
chr7	96595895	96595901	mir-23family
chr7	96596956	96596962	mir-23family
chr7	96595895	96595901	mir-23family
chr7	96596956	96596962	mir-23family
chr7	96595895	96595901	mir-23family
chr7	96596956	96596962	mir-23family
chr7	96595895	96595901	mir-23family
chr7	96596956	96596962	mir-23family
chr7	96595895	96595901	mir-23family
chr7	96596956	96596962	mir-23family
chr7	100944545	100944551	mir-23family
chr7	107298282	107298288	mir-23family
chr7	107300150	107300156	mir-23family
chr7	116940996	116941002	mir-23family
chr7	134883958	134883964	mir-23family
chr7	136584117	136584123	mir-23family
chr7	144053189	144053195	mir-23family
chr7	43161513	43161519	mir-23family
chr7	26439165	26439171	mir-23family
chr7	26439165	26439171	mir-23family
chr7	34808005	34808011	mir-23family
chr7	34808041	34808047	mir-23family
chr7	53723498	53723504	mir-23family
chr7	63539537	63539543	mir-23family
chr7	63610905	63610911	mir-23family
chr7	77288526	77288532	mir-23family
chr7	77288526	77288532	mir-23family
chr7	99208356	99208362	mir-23family
chr7	99208356	99208362	mir-23family
chr7	124783822	124783828	mir-23family
chr7	124783822	124783828	mir-23family
chr7	124904257	124904263	mir-23family
chr7	130566530	130566536	mir-23family
chr7	130566992	130566998	mir-23family
chr7	130566530	130566536	mir-23family
chr7	141356539	141356545	mir-23family
chr7	149479274	149479280	mir-23family
chr7	149508086	149508092	mir-23family
chr7	149479274	149479280	mir-23family
chr7	149492984	149492990	mir-23family
chr7	149479274	149479280	mir-23family
chr7	149508086	149508092	mir-23family
chr7	149566674	149566680	mir-23family
chr7	149566674	149566680	mir-23family
chr7	7311344	7311350	mir-23family
chr7	158820871	158820877	mir-23family
chr7	11283924	11283930	mir-23family
chr7	11283924	11283930	mir-23family
chr7	11424852	11424858	mir-23family
chr7	79089111	79089117	mir-23family
chr8	327087	327093	mir-23family
chr8	2379105	2379111	mir-23family
chr8	2447437	2447443	mir-23family
chr8	2447437	2447443	mir-23family
chr8	5365489	5365495	mir-23family
chr8	5517201	5517207	mir-23family
chr8	6505414	6505420	mir-23family
chr8	7818083	7818089	mir-23family
chr8	7842541	7842547	mir-23family
chr8	9037768	9037774	mir-23family
chr8	9218893	9218899	mir-23family
chr8	9218893	9218899	mir-23family
chr8	9237585	9237591	mir-23family
chr8	9237779	9237785	mir-23family
chr8	10338066	10338072	mir-23family
chr8	10345644	10345650	mir-23family
chr8	20513669	20513675	mir-23family
chr8	20811546	20811552	mir-23family
chr8	20811546	20811552	mir-23family
chr8	20811546	20811552	mir-23family
chr8	20886061	20886067	mir-23family
chr8	29648634	29648640	mir-23family
chr8	29648634	29648640	mir-23family
chr8	29810715	29810721	mir-23family
chr8	33218892	33218898	mir-23family
chr8	47765849	47765855	mir-23family
chr8	48102524	48102530	mir-23family
chr8	54301667	54301673	mir-23family
chr8	54302303	54302309	mir-23family
chr8	56451695	56451701	mir-23family
chr8	57432429	57432435	mir-23family
chr8	58197016	58197022	mir-23family
chr8	58944864	58944870	mir-23family
chr8	61878746	61878752	mir-23family
chr8	61878746	61878752	mir-23family
chr8	61878746	61878752	mir-23family
chr8	62672269	62672275	mir-23family
chr8	62672787	62672793	mir-23family
chr8	64130415	64130421	mir-23family
chr8	64382466	64382472	mir-23family
chr8	64388011	64388017	mir-23family
chr8	64697293	64697299	mir-23family
chr8	69824603	69824609	mir-23family
chr8	69824649	69824655	mir-23family
chr8	69836706	69836712	mir-23family
chr8	69836706	69836712	mir-23family
chr8	69836706	69836712	mir-23family
chr8	69836706	69836712	mir-23family
chr8	71397730	71397736	mir-23family
chr8	72691875	72691881	mir-23family
chr8	73114126	73114132	mir-23family
chr8	73859647	73859653	mir-23family
chr8	76136253	76136259	mir-23family
chr8	76136253	76136259	mir-23family
chr8	76136253	76136259	mir-23family
chr8	76136253	76136259	mir-23family
chr8	77345968	77345974	mir-23family
chr8	81449115	81449121	mir-23family
chr8	81951638	81951644	mir-23family
chr8	81953016	81953022	mir-23family
chr8	84320633	84320639	mir-23family
chr8	93640354	93640360	mir-23family
chr8	95110033	95110039	mir-23family
chr8	95580420	95580426	mir-23family
chr8	96539303	96539309	mir-23family
chr8	102087521	102087527	mir-23family
chr8	102151931	102151937	mir-23family
chr8	104477386	104477392	mir-23family
chr8	104481043	104481049	mir-23family
chr8	107285050	107285056	mir-23family
chr8	111779096	111779102	mir-23family
chr8	120233404	120233410	mir-23family
chr8	123440664	123440670	mir-23family
chr8	125956841	125956847	mir-23family
chr8	125956841	125956847	mir-23family
chr8	125956841	125956847	mir-23family
chr8	127534537	127534543	mir-23family
chr8	128018845	128018851	mir-23family
chr8	128700493	128700499	mir-23family
chr8	130913787	130913793	mir-23family
chr8	130961476	130961482	mir-23family
chr8	134788158	134788164	mir-23family
chr8	135807750	135807756	mir-23family
chr8	135810020	135810026	mir-23family
chr8	137528531	137528537	mir-23family
chr8	138824222	138824228	mir-23family
chr8	138824313	138824319	mir-23family
chr8	141530686	141530692	mir-23family
chr8	145924295	145924301	mir-23family
chr8	9910739	9910745	mir-23family
chr8	12002995	12003001	mir-23family
chr8	18578511	18578517	mir-23family
chr8	22112315	22112321	mir-23family
chr8	22742312	22742318	mir-23family
chr8	22863962	22863968	mir-23family
chr8	28555701	28555707	mir-23family
chr8	28925003	28925009	mir-23family
chr8	37590985	37590991	mir-23family
chr8	38830153	38830159	mir-23family
chr8	57358910	57358916	mir-23family
chr8	74224866	74224872	mir-23family
chr8	75120523	75120529	mir-23family
chr8	75522060	75522066	mir-23family
chr8	89712538	89712544	mir-23family
chr8	89712538	89712544	mir-23family
chr8	89748519	89748525	mir-23family
chr8	93940170	93940176	mir-23family
chr8	93940170	93940176	mir-23family
chr8	96079142	96079148	mir-23family
chr8	97249754	97249760	mir-23family
chr8	99056002	99056008	mir-23family
chr8	101505930	101505936	mir-23family
chr8	104032458	104032464	mir-23family
chr8	104495657	104495663	mir-23family
chr8	104495657	104495663	mir-23family
chr8	125028237	125028243	mir-23family
chr8	125058657	125058663	mir-23family
chr8	125058657	125058663	mir-23family
chr8	126052945	126052951	mir-23family
chr8	127719433	127719439	mir-23family
chr8	143787448	143787454	mir-23family
chr8	144779451	144779457	mir-23family
chr8	10981019	10981025	mir-23family
chr8	10981873	10981879	mir-23family
